Sigla,Código,Município,1998
RS,4310405,Independência,-27.8333333333
RS,4310413,Inhacorá,-27.8830555556
RS,4310439,Ipê,-28.82
RS,4310462,Ipiranga do Sul,-27.9366666667
RS,4310504,Iraí,-27.1936111111
RS,4310538,Itaara,-29.6097222222
RS,4310553,Itacurubi,-28.7952777778
RS,4310579,Itapuca,-28.7797222222
RS,4310603,Itaqui,-29.1252777778
RS,4310652,Itati,
RS,4310702,Itatiba do Sul,-27.3866666667
RS,4310751,Ivorá,-29.5202777778
RS,4310801,Ivoti,-29.5911111111
RS,4310850,Jaboticaba,-27.6308333333
RS,4310876,Jacuizinho,
RS,4310900,Jacutinga,-27.7288888889
RS,4311007,Jaguarão,-32.5661111111
RS,4311106,Jaguari,-29.4975
RS,4311122,Jaquirana,-28.8847222222
RS,4311130,Jari,-29.2913888889
RS,4311155,Jóia,-28.6466666667
RS,4311205,Júlio de Castilhos,-29.2269444444
RS,4311239,Lagoa Bonita do Sul,
RS,4311254,Lagoão,-29.235
RS,4311270,Lagoa dos Três Cantos,-28.5708333333
RS,4311304,Lagoa Vermelha,-28.2086111111
RS,4311403,Lajeado,-29.4669444444
RS,4311429,Lajeado do Bugre,-27.6894444444
RS,4311502,Lavras do Sul,-30.8130555556
RS,4311601,Liberato Salzano,-27.6
RS,4311627,Lindolfo Collor,-29.5969444444
RS,4311643,Linha Nova,-29.4675
RS,4311700,Machadinho,-27.5669444444
RS,4311718,Maçambara,-29.1427777778
RS,4311734,Mampituba,-29.2113888889
RS,4311759,Manoel Viana,-29.5891666667
RS,4311775,Maquiné,-29.675
RS,4311791,Maratá,-29.5488888889
RS,4311809,Marau,-28.4491666667
RS,4311908,Marcelino Ramos,-27.4616666667
RS,4311981,Mariana Pimentel,-30.3525
RS,4312005,Mariano Moro,-27.3538888889
RS,4312054,Marques de Souza,-29.3275
RS,4312104,Mata,-29.5655555556
RS,4312138,Mato Castelhano,-28.2783333333
RS,4312153,Mato Leitão,-29.5244444444
RS,4312179,Mato Queimado,
RS,4312203,Maximiliano de Almeida,-27.6322222222
RS,4312252,Minas do Leão,-30.1266666667
RS,4312302,Miraguaí,-27.4941666667
RS,4312351,Montauri,-28.6519444444
RS,4312377,Monte Alegre dos Campos,-28.6830555556
RS,4312385,Monte Belo do Sul,-29.1627777778
RS,4312401,Montenegro,-29.6886111111
RS,4312427,Mormaço,-28.6922222222
RS,4312443,Morrinhos do Sul,-29.365
RS,4312450,Morro Redondo,-31.5883333333
RS,4312476,Morro Reuter,-29.5380555556
RS,4312500,Mostardas,-31.1069444444
RS,4312609,Muçum,-29.1647222222
RS,4312617,Muitos Capões,-28.3141666667
RS,4312625,Muliterno,-28.3294444444
RS,4312658,Não-Me-Toque,-28.4591666667
RS,4312674,Nicolau Vergueiro,-28.5358333333
RS,4312708,Nonoai,-27.3616666667
RS,4312757,Nova Alvorada,-28.6775
RS,4312807,Nova Araçá,-28.6594444444
RS,4312906,Nova Bassano,-28.7236111111
RS,4312955,Nova Boa Vista,-27.9941666667
RS,4313003,Nova Bréscia,-29.2144444444
RS,4313011,Nova Candelária,-27.6072222222
RS,4313037,Nova Esperança do Sul,-29.4097222222
RS,4313060,Nova Hartz,-29.5825
RS,4313086,Nova Pádua,-29.0286111111
RS,4313102,Nova Palma,-29.4716666667
RS,4313201,Nova Petrópolis,-29.3763888889
RS,4313300,Nova Prata,-28.7838888889
RS,4313334,Nova Ramada,-28.0641666667
RS,4313359,Nova Roma do Sul,-28.9902777778
RS,4313375,Nova Santa Rita,-29.8566666667
RS,4313391,Novo Cabrais,-29.7352777778
RS,4313409,Novo Hamburgo,-29.6783333333
RS,4313425,Novo Machado,-27.5736111111
RS,4313441,Novo Tiradentes,-27.5625
RS,4313466,Novo Xingu,
RS,4313490,Novo Barreiro,-27.9091666667
RS,4313508,Osório,-29.8866666667
RS,4313607,Paim Filho,-27.7105555556
RS,4313656,Palmares do Sul,-30.2577777778
RS,4313706,Palmeira das Missões,-27.8994444444
RS,4313805,Palmitinho,-27.355
RS,4313904,Panambi,-28.2925
RS,4313953,Pantano Grande,-30.1913888889
RS,4314001,Paraí,-28.5941666667
RS,4314027,Paraíso do Sul,-29.6686111111
RS,4314035,Pareci Novo,-29.6383333333
RS,4314050,Parobé,-29.6286111111
RS,4314068,Passa Sete,-29.4533333333
RS,4314076,Passo do Sobrado,-29.7480555556
RS,4314100,Passo Fundo,-28.2627777778
RS,4314134,Paulo Bento,
RS,4314159,Paverama,-29.5516666667
RS,4314175,Pedras Altas,
RS,4314209,Pedro Osório,-31.8641666667
RS,4314308,Pejuçara,-28.4233333333
RS,4314407,Pelotas,-31.7719444444
RS,4314423,Picada Café,-29.4441666667
RS,4314456,Pinhal,-27.5108333333
RS,4314464,Pinhal da Serra,
RS,4314472,Pinhal Grande,-29.3461111111
RS,4314498,Pinheirinho do Vale,-27.2097222222
RS,4314506,Pinheiro Machado,-31.5783333333
RS,4314548,Pinto Bandeira,
RS,4314555,Pirapó,-28.0447222222
RS,4314605,Piratini,-31.4480555556
RS,4314704,Planalto,-27.3288888889
RS,4314753,Poço das Antas,-29.4494444444
RS,4314779,Pontão,-28.0591666667
RS,4314787,Ponte Preta,-27.6538888889
RS,4314803,Portão,-29.7016666667
RS,4314902,Porto Alegre,-30.0330555556
RS,4315008,Porto Lucena,-27.8561111111
RS,4315057,Porto Mauá,-27.5752777778
RS,4315073,Porto Vera Cruz,-27.7361111111
RS,4315107,Porto Xavier,-27.9055555556
RS,4315131,Pouso Novo,-29.1708333333
RS,4315149,Presidente Lucena,-29.5194444444
RS,4315156,Progresso,-29.2441666667
RS,4315172,Protásio Alves,-28.7572222222
RS,4315206,Putinga,-29.0019444444
RS,4315305,Quaraí,-30.3875
RS,4315313,Quatro Irmãos,
RS,4315321,Quevedos,-29.3525
RS,4315354,Quinze de Novembro,-28.7483333333
RS,4315404,Redentora,-27.6644444444
RS,4315453,Relvado,-29.1113888889
RS,4315503,Restinga Seca,-29.8133333333
RS,4315552,Rio dos Índios,-27.3002777778
RS,4315602,Rio Grande,-32.035
RS,4315701,Rio Pardo,-29.9897222222
RS,4315750,Riozinho,-29.6411111111
RS,4315800,Roca Sales,-29.2841666667
RS,4315909,Rodeio Bonito,-27.4705555556
RS,4315958,Rolador,
RS,4316006,Rolante,-29.6505555556
RS,4316105,Ronda Alta,-27.7666666667
RS,4316204,Rondinha,-27.8280555556
RS,4316303,Roque Gonzales,-28.1313888889
RS,4316402,Rosário do Sul,-30.2583333333
RS,4316428,Sagrada Família,-27.7069444444
RS,4316436,Saldanha Marinho,-28.3933333333
RS,4316451,Salto do Jacuí,-29.0883333333
RS,4316477,Salvador das Missões,-28.1263888889
RS,4316501,Salvador do Sul,-29.4383333333
RS,4316600,Sananduva,-27.9497222222
RS,4316709,Santa Bárbara do Sul,-28.3583333333
RS,4316733,Santa Cecília do Sul,
RS,4316758,Santa Clara do Sul,-29.4688888889
RS,4316808,Santa Cruz do Sul,-29.7175
RS,4316907,Santa Maria,-29.6841666667
RS,4316956,Santa Maria do Herval,-29.4980555556
RS,4316972,Santa Margarida do Sul,
RS,4317004,Santana da Boa Vista,-30.8719444444
RS,4317103,Santana do Livramento,-30.8908333333
RS,4317202,Santa Rosa,-27.8708333333
RS,4317251,Santa Tereza,-29.1688888889
RS,4317301,Santa Vitória do Palmar,-33.5188888889
RS,4317400,Santiago,-29.1916666667
RS,4317509,Santo Ângelo,-28.2991666667
RS,4317558,Santo Antônio do Palma,-28.4969444444
RS,4317608,Santo Antônio da Patrulha,-29.8175
RS,4317707,Santo Antônio das Missões,-28.5113888889
RS,4317756,Santo Antônio do Planalto,-28.3961111111
RS,4317806,Santo Augusto,-27.8508333333
RS,4317905,Santo Cristo,-27.8238888889
RS,4317954,Santo Expedito do Sul,-27.9083333333
RS,4318002,São Borja,-28.6605555556
RS,4318051,São Domingos do Sul,-28.5308333333
RS,4318101,São Francisco de Assis,-29.5502777778
RS,4318200,São Francisco de Paula,-29.4480555556
RS,4318309,São Gabriel,-30.3363888889
RS,4318408,São Jerônimo,-29.9591666667
RS,4318424,São João da Urtiga,-27.8202777778
RS,4318432,São João do Polêsine,-29.6138888889
RS,4318440,São Jorge,-28.5005555556
RS,4318457,São José das Missões,-27.78
RS,4318465,São José do Herval,-29.0441666667
RS,4318481,São José do Hortêncio,-29.5305555556
RS,4318499,São José do Inhacorá,-27.7247222222
RS,4318507,São José do Norte,-32.0147222222
RS,4318606,São José do Ouro,-27.7694444444
RS,4318614,São José do Sul,
RS,4318622,São José dos Ausentes,-28.7483333333
RS,4318705,São Leopoldo,-29.7602777778
RS,4318804,São Lourenço do Sul,-31.3652777778
RS,4318903,São Luiz Gonzaga,-28.4083333333
RS,4319000,São Marcos,-28.9711111111
RS,4319109,São Martinho,-27.7072222222
RS,4319125,São Martinho da Serra,-29.5377777778
RS,4319158,São Miguel das Missões,-28.5627777778
RS,4319208,São Nicolau,-28.1825
RS,4319307,São Paulo das Missões,-28.0213888889
RS,4319356,São Pedro da Serra,-29.4211111111
RS,4319364,São Pedro das Missões,
RS,4319372,São Pedro do Butiá,-28.1244444444
RS,4319406,São Pedro do Sul,-29.6205555556
RS,4319505,São Sebastião do Caí,-29.5866666667
RS,4319604,São Sepé,-30.1605555556
RS,4319703,São Valentim,-27.5583333333
RS,4319711,São Valentim do Sul,-29.0469444444
RS,4319737,São Valério do Sul,-27.7872222222
RS,4319752,São Vendelino,-29.3688888889
RS,4319802,São Vicente do Sul,-29.6916666667
RS,4319901,Sapiranga,-29.6380555556
RS,4320008,Sapucaia do Sul,-29.8247222222
RS,4320107,Sarandi,-27.9438888889
RS,4320206,Seberi,-27.4780555556
RS,4320230,Sede Nova,-27.6347222222
RS,4320263,Segredo,-29.3413888889
RS,4320305,Selbach,-28.6286111111
RS,4320321,Senador Salgado Filho,-28.0308333333
RS,4320354,Sentinela do Sul,-30.6113888889
RS,4320404,Serafina Corrêa,-28.7116666667
RS,4320453,Sério,-29.3833333333
RS,4320503,Sertão,-27.9797222222
RS,4320552,Sertão Santana,-30.4602777778
RS,4320578,Sete de Setembro,-28.1311111111
RS,4320602,Severiano de Almeida,-27.4330555556
RS,4320651,Silveira Martins,-29.6425
RS,4320677,Sinimbu,-29.5386111111
RS,4320701,Sobradinho,-29.4213888889
RS,4320800,Soledade,-28.8183333333
RS,4320859,Tabaí,-29.6430555556
RS,4320909,Tapejara,-28.0680555556
RS,4321006,Tapera,-28.6261111111
RS,4321105,Tapes,-30.6733333333
RS,4321204,Taquara,-29.6505555556
RS,4321303,Taquari,-29.7997222222
RS,4321329,Taquaruçu do Sul,-27.4
RS,4321352,Tavares,-31.2872222222
RS,4321402,Tenente Portela,-27.3711111111
RS,4321436,Terra de Areia,-29.5852777778
RS,4321451,Teutônia,-29.4480555556
RS,4321469,Tio Hugo,
RS,4321477,Tiradentes do Sul,-27.3975
RS,4321493,Toropi,-29.4783333333
RS,4321501,Torres,-29.3352777778
RS,4321600,Tramandaí,-29.9847222222
RS,4321626,Travesseiro,-29.2941666667
RS,4321634,Três Arroios,-27.4980555556
RS,4321667,Três Cachoeiras,-29.4555555556
RS,4321709,Três Coroas,-29.5169444444
RS,4321808,Três de Maio,-27.7733333333
RS,4321832,Três Forquilhas,-29.5369444444
RS,4321857,Três Palmeiras,-27.6147222222
RS,4321907,Três Passos,-27.4555555556
RS,4321956,Trindade do Sul,-27.5202777778
RS,4322004,Triunfo,-29.9433333333
RS,4322103,Tucunduva,-27.6569444444
RS,4322152,Tunas,-29.1030555556
RS,4322186,Tupanci do Sul,-27.9252777778
RS,4322202,Tupanciretã,-29.0805555556
RS,4322251,Tupandi,-29.4763888889
RS,4322301,Tuparendi,-27.7563888889
RS,4322327,Turuçu,-31.4216666667
RS,4322343,Ubiretama,-28.0461111111
RS,4322350,União da Serra,-28.7952777778
RS,4322376,Unistalda,-29.0472222222
RS,4322400,Uruguaiana,-29.7547222222
RS,4322509,Vacaria,-28.5122222222
RS,4322525,Vale Verde,-29.7869444444
RS,4322533,Vale do Sol,-29.6036111111
RS,4322541,Vale Real,-29.3983333333
RS,4322558,Vanini,-28.4783333333
RS,4322608,Venâncio Aires,-29.6063888889
RS,4322707,Vera Cruz,-29.7147222222
RS,4322806,Veranópolis,-28.9361111111
RS,4322855,Vespasiano Correa,-29.0675
RS,4322905,Viadutos,-27.5694444444
RS,4323002,Viamão,-30.0811111111
RS,4323101,Vicente Dutra,-27.1619444444
RS,4323200,Victor Graeff,-28.5602777778
RS,4323309,Vila Flores,-28.8627777778
RS,4323358,Vila Lângaro,-28.1072222222
RS,4323408,Vila Maria,-28.5347222222
RS,4323457,Vila Nova do Sul,-30.3438888889
RS,4323507,Vista Alegre,-27.3669444444
RS,4323606,Vista Alegre do Prata,-28.8086111111
RS,4323705,Vista Gaúcha,-27.4791666667
RS,4323754,Vitória das Missões,-28.3511111111
RS,4323770,Westfalia,
RS,4323804,Xangri-lá,-29.8008333333
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,-27.6111111111
SC,4200101,Abelardo Luz,-26.5647222222
SC,4200200,Agrolândia,-27.4116666667
SC,4200309,Agronômica,-27.265
SC,4200408,Água Doce,-26.9977777778
SC,4200507,Águas de Chapecó,-27.0702777778
SC,4200556,Águas Frias,-26.88
SC,4200606,Águas Mornas,-27.6938888889
SC,4200705,Alfredo Wagner,-27.7002777778
SC,4200754,Alto Bela Vista,-27.4575
SC,4200804,Anchieta,-26.5344444444
SC,4200903,Angelina,-27.5686111111
SC,4201000,Anita Garibaldi,-27.6891666667
SC,4201109,Anitápolis,-27.9019444444
SC,4201208,Antônio Carlos,-27.5169444444
SC,4201257,Apiúna,-27.0355555556
SC,4201273,Arabutã,-27.1602777778
SC,4201307,Araquari,-26.37
SC,4201406,Araranguá,-28.9347222222
SC,4201505,Armazém,-28.2619444444
SC,4201604,Arroio Trinta,-26.9327777778
SC,4201653,Arvoredo,-27.0744444444
SC,4201703,Ascurra,-26.9552777778
SC,4201802,Atalanta,-27.42
SC,4201901,Aurora,-27.315
SC,4201950,Balneário Arroio do Silva,-28.9838888889
SC,4202008,Balneário Camboriú,-26.9905555556
SC,4202057,Balneário Barra do Sul,-26.4555555556
SC,4202073,Balneário Gaivota,-29.1566666667
SC,4202081,Bandeirante,-26.7686111111
SC,4202099,Barra Bonita,-26.6544444444
SC,4202107,Barra Velha,-26.6322222222
SC,4202131,Bela Vista do Toldo,-26.2733333333
SC,4202156,Belmonte,-26.8413888889
SC,4202206,Benedito Novo,-26.7827777778
SC,4202305,Biguaçu,-27.4941666667
SC,4202404,Blumenau,-26.9194444444
SC,4202438,Bocaina do Sul,-27.7444444444
SC,4202453,Bombinhas,-27.1316666667
SC,4202503,Bom Jardim da Serra,-28.3369444444
SC,4202537,Bom Jesus,-26.7338888889
SC,4202578,Bom Jesus do Oeste,-26.6897222222
SC,4202602,Bom Retiro,-27.7972222222
SC,4202701,Botuverá,-27.1994444444
SC,4202800,Braço do Norte,-28.275
SC,4202859,Braço do Trombudo,-27.3577777778
SC,4202875,Brunópolis,-27.3058333333
SC,4202909,Brusque,-27.0980555556
SC,4203006,Caçador,-26.7752777778
SC,4203105,Caibi,-27.0716666667
SC,4203154,Calmon,-26.5997222222
SC,4203204,Camboriú,-27.0252777778
SC,4203253,Capão Alto,-27.9369444444
SC,4203303,Campo Alegre,-26.1925
SC,4203402,Campo Belo do Sul,-27.8991666667
SC,4203501,Campo Erê,-26.3941666667
SC,4203600,Campos Novos,-27.4016666667
SC,4203709,Canelinha,-27.265
SC,4203808,Canoinhas,-26.1772222222
SC,4203907,Capinzal,-27.3436111111
SC,4203956,Capivari de Baixo,-28.4447222222
SC,4204004,Catanduvas,-27.0705555556
SC,4204103,Caxambu do Sul,-27.1611111111
SC,4204152,Celso Ramos,-27.6344444444
SC,4204178,Cerro Negro,-27.7952777778
SC,4204194,Chapadão do Lageado,-27.5905555556
SC,4204202,Chapecó,-27.0963888889
SC,4204251,Cocal do Sul,-28.6011111111
SC,4204301,Concórdia,-27.2341666667
SC,4204350,Cordilheira Alta,-26.9844444444
SC,4204400,Coronel Freitas,-26.9086111111
SC,4204459,Coronel Martins,-26.5122222222
SC,4204509,Corupá,-26.4252777778
SC,4204558,Correia Pinto,-27.5847222222
SC,4204608,Criciúma,-28.6775
SC,4204707,Cunha Porã,-26.8936111111
SC,4204756,Cunhataí,-26.9694444444
SC,4204806,Curitibanos,-27.2827777778
SC,4204905,Descanso,-26.8261111111
SC,4205001,Dionísio Cerqueira,-26.255
SC,4205100,Dona Emma,-26.9847222222
SC,4205159,Doutor Pedrinho,-26.7144444444
SC,4205175,Entre Rios,-26.7236111111
SC,4205191,Ermo,-28.9825
SC,4205209,Erval Velho,-27.2755555556
SC,4205308,Faxinal dos Guedes,-26.8527777778
SC,4205357,Flor do Sertão,-26.7775
SC,4205407,Florianópolis,-27.5966666667
SC,4205431,Formosa do Sul,-26.6469444444
SC,4205456,Forquilhinha,-28.7475
SC,4205506,Fraiburgo,-27.0261111111
SC,4205555,Frei Rogério,-27.1747222222
SC,4205605,Galvão,-26.455
SC,4205704,Garopaba,-28.0233333333
SC,4205803,Garuva,-26.0266666667
SC,4205902,Gaspar,-26.9313888889
SC,4206009,Governador Celso Ramos,-27.3147222222
SC,4206108,Grão Pará,-28.185
SC,4206207,Gravatal,-28.3311111111
SC,4206306,Guabiruba,-27.0858333333
SC,4206405,Guaraciaba,-26.5991666667
SC,4206504,Guaramirim,-26.4730555556
SC,4206603,Guarujá do Sul,-26.3852777778
SC,4206652,Guatambú,-27.1319444444
SC,4206702,Herval d'Oeste,-27.1936111111
SC,4206751,Ibiam,-27.1813888889
SC,4206801,Ibicaré,-27.0919444444
SC,4206900,Ibirama,-27.0569444444
SC,4207007,Içara,-28.7133333333
SC,4207106,Ilhota,-26.8997222222
SC,4207205,Imaruí,-28.3413888889
SC,4207304,Imbituba,-28.24
SC,4207403,Imbuia,-27.4927777778
SC,4207502,Indaial,-26.8977777778
SC,4207577,Iomerê,-27.0041666667
SC,4207601,Ipira,-27.4036111111
SC,4207650,Iporã do Oeste,-26.9883333333
SC,4207684,Ipuaçu,-26.6313888889
SC,4207700,Ipumirim,-27.0766666667
SC,4207759,Iraceminha,-26.8225
SC,4207809,Irani,-27.0247222222
SC,4207858,Irati,-26.6563888889
SC,4207908,Irineópolis,-26.2386111111
SC,4208005,Itá,-27.2905555556
SC,4208104,Itaiópolis,-26.3363888889
SC,4208203,Itajaí,-26.9077777778
SC,4208302,Itapema,-27.0902777778
SC,4208401,Itapiranga,-27.1694444444
SC,4208450,Itapoá,-26.1169444444
SC,4208500,Ituporanga,-27.4144444444
SC,4208609,Jaborá,-27.1758333333
SC,4208708,Jacinto Machado,-28.9975
SC,4208807,Jaguaruna,-28.615
SC,4208906,Jaraguá do Sul,-26.4861111111
SC,4208955,Jardinópolis,-26.7216666667
SC,4209003,Joaçaba,-27.1780555556
SC,4209102,Joinville,-26.3044444444
SC,4209151,José Boiteux,-26.9583333333
SC,4209177,Jupiá,-26.3983333333
SC,4209201,Lacerdópolis,-27.26
SC,4209300,Lages,-27.8161111111
SC,4209409,Laguna,-28.4825
SC,4209458,Lajeado Grande,-26.8580555556
SC,4209508,Laurentino,-27.2166666667
SC,4209607,Lauro Muller,-28.3927777778
SC,4209706,Lebon Régis,-26.9288888889
SC,4209805,Leoberto Leal,-27.5069444444
SC,4209854,Lindóia do Sul,-27.0533333333
SC,4209904,Lontras,-27.1661111111
SC,4210001,Luiz Alves,-26.7205555556
SC,4210035,Luzerna,-27.1327777778
SC,4210050,Macieira,-26.8555555556
SC,4210100,Mafra,-26.1113888889
SC,4210209,Major Gercino,-27.4180555556
SC,4210308,Major Vieira,-26.3677777778
SC,4210407,Maracajá,-28.8466666667
SC,4210506,Maravilha,-26.7608333333
SC,4210555,Marema,-26.8022222222
SC,4210605,Massaranduba,-26.6105555556
SC,4210704,Matos Costa,-26.4730555556
SC,4210803,Meleiro,-28.8286111111
SC,4210852,Mirim Doce,-27.1963888889
SC,4210902,Modelo,-26.7783333333
SC,4211009,Mondaí,-27.1027777778
SC,4211058,Monte Carlo,-27.2227777778
SC,4211108,Monte Castelo,-26.4622222222
SC,4211207,Morro da Fumaça,-28.6508333333
SC,4211256,Morro Grande,-28.8005555556
SC,4211306,Navegantes,-26.8988888889
SC,4211405,Nova Erechim,-26.9025
SC,4211454,Nova Itaberaba,-26.9397222222
SC,4211504,Nova Trento,-27.2858333333
SC,4211603,Nova Veneza,-28.6366666667
SC,4211652,Novo Horizonte,-26.4444444444
SC,4211702,Orleans,-28.3588888889
SC,4211751,Otacílio Costa,-27.4830555556
SC,4211801,Ouro,-27.3413888889
SC,4211850,Ouro Verde,-26.6944444444
SC,4211876,Paial,-27.2522222222
SC,4211892,Painel,-27.9288888889
SC,4211900,Palhoça,-27.6452777778
SC,4212007,Palma Sola,-26.3475
SC,4212056,Palmeira,-27.5827777778
SC,4212106,Palmitos,-27.0675
SC,4212205,Papanduva,-26.3702777778
SC,4212239,Paraíso,-26.6138888889
SC,4212254,Passo de Torres,-29.335
SC,4212270,Passos Maia,-26.78
SC,4212304,Paulo Lopes,-27.9616666667
SC,4212403,Pedras Grandes,-28.4358333333
SC,4212502,Penha,-26.7694444444
SC,4212601,Peritiba,-27.3730555556
SC,4212650,Pescaria Brava,
SC,4212700,Petrolândia,-27.5352777778
SC,4212809,Piçarras,-26.7638888889
SC,4212908,Pinhalzinho,-26.8480555556
SC,4213005,Pinheiro Preto,-27.0505555556
SC,4213104,Piratuba,-27.4197222222
SC,4213153,Planalto Alegre,-27.0702777778
SC,4213203,Pomerode,-26.7405555556
SC,4213302,Ponte Alta,-27.4841666667
SC,4213351,Ponte Alta do Norte,-27.1583333333
SC,4213401,Ponte Serrada,-26.8716666667
SC,4213500,Porto Belo,-27.1577777778
SC,4213609,Porto União,-26.2380555556
SC,4213708,Pouso Redondo,-27.2580555556
SC,4213807,Praia Grande,-29.1966666667
SC,4213906,Presidente Castelo Branco,-27.2230555556
SC,4214003,Presidente Getúlio,-27.0505555556
SC,4214102,Presidente Nereu,-27.2772222222
SC,4214151,Princesa,-26.4419444444
SC,4214201,Quilombo,-26.7261111111
SC,4214300,Rancho Queimado,-27.6725
SC,4214409,Rio das Antas,-26.8986111111
SC,4214508,Rio do Campo,-26.9488888889
SC,4214607,Rio do Oeste,-27.1925
SC,4214706,Rio dos Cedros,-26.7383333333
SC,4214805,Rio do Sul,-27.2141666667
SC,4214904,Rio Fortuna,-28.1311111111
SC,4215000,Rio Negrinho,-26.2544444444
SC,4215059,Rio Rufino,-27.8605555556
SC,4215075,Riqueza,-27.0669444444
SC,4215109,Rodeio,-26.9227777778
SC,4215208,Romelândia,-26.6761111111
SC,4215307,Salete,-26.98
SC,4215356,Saltinho,-26.6091666667
SC,4215406,Salto Veloso,-26.9052777778
SC,4215455,Sangão,-28.6377777778
SC,4215505,Santa Cecília,-26.9608333333
SC,4215554,Santa Helena,-26.9375
SC,4215604,Santa Rosa de Lima,-28.0391666667
SC,4215653,Santa Rosa do Sul,-29.1361111111
SC,4215679,Santa Terezinha,-26.7786111111
SC,4215687,Santa Terezinha do Progresso,-26.6188888889
SC,4215695,Santiago do Sul,-26.6394444444
SC,4215703,Santo Amaro da Imperatriz,-27.6880555556
SC,4215752,São Bernardino,-26.47
SC,4215802,São Bento do Sul,-26.2502777778
SC,4215901,São Bonifácio,-27.9013888889
SC,4216008,São Carlos,-27.0775
SC,4216057,São Cristovão do Sul,-27.2666666667
SC,4216107,São Domingos,-26.5580555556
SC,4216206,São Francisco do Sul,-26.2433333333
SC,4216255,São João do Oeste,-27.0980555556
SC,4216305,São João Batista,-27.2761111111
SC,4216354,São João do Itaperiú,-26.6177777778
SC,4216404,São João do Sul,-29.2233333333
SC,4216503,São Joaquim,-28.2938888889
SC,4216602,São José,-27.6152777778
SC,4216701,São José do Cedro,-26.455
SC,4216800,São José do Cerrito,-27.6630555556
SC,4216909,São Lourenço do Oeste,-26.3591666667
SC,4217006,São Ludgero,-28.3258333333
SC,4217105,São Martinho,-28.1647222222
SC,4217154,São Miguel da Boa Vista,-26.6902777778
SC,4217204,São Miguel do Oeste,-26.7252777778
SC,4217253,São Pedro de Alcântara,-27.5661111111
SC,4217303,Saudades,-26.9241666667
SC,4217402,Schroeder,-26.4125
SC,4217501,Seara,-27.1494444444
SC,4217550,Serra Alta,-26.7291666667
SC,4217600,Siderópolis,-28.5977777778
SC,4217709,Sombrio,-29.1138888889
SC,4217758,Sul Brasil,-26.7361111111
SC,4217808,Taió,-27.1163888889
SC,4217907,Tangará,-27.1047222222
SC,4217956,Tigrinhos,-26.6877777778
SC,4218004,Tijucas,-27.2413888889
SC,4218103,Timbé do Sul,-28.8302777778
SC,4218202,Timbó,-26.8233333333
SC,4218251,Timbó Grande,-26.615
SC,4218301,Três Barras,-26.1063888889
SC,4218350,Treviso,-28.5155555556
SC,4218400,Treze de Maio,-28.5588888889
SC,4218509,Treze Tílias,-27.0016666667
SC,4218608,Trombudo Central,-27.2991666667
SC,4218707,Tubarão,-28.4666666667
SC,4218756,Tunápolis,-26.9688888889
SC,4218806,Turvo,-28.9261111111
SC,4218855,União do Oeste,-26.7611111111
SC,4218905,Urubici,-28.015
SC,4218954,Urupema,-27.9527777778
SC,4219002,Urussanga,-28.5177777778
SC,4219101,Vargeão,-26.8636111111
SC,4219150,Vargem,-27.4891666667
SC,4219176,Vargem Bonita,-27.0066666667
SC,4219200,Vidal Ramos,-27.3919444444
SC,4219309,Videira,-27.0083333333
SC,4219358,Vitor Meireles,-26.8808333333
SC,4219408,Witmarsum,-26.9261111111
SC,4219507,Xanxerê,-26.8769444444
SC,4219606,Xavantina,-27.0686111111
SC,4219705,Xaxim,-26.9616666667
SC,4219853,Zortéa,-27.4513888889
SC,4220000,Balneário Rincão,
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,-10.1338888889
SE,2800209,Aquidabã,-10.2813888889
SE,2800308,Aracaju,-10.9111111111
SE,2800407,Arauá,-11.2622222222
SE,2800506,Areia Branca,-10.7577777778
SE,2800605,Barra dos Coqueiros,-10.9088888889
SE,2800670,Boquim,-11.1469444444
SE,2800704,Brejo Grande,-10.4294444444
SE,2801009,Campo do Brito,-10.7333333333
SE,2801108,Canhoba,-10.1383333333
SE,2801207,Canindé de São Francisco,-9.66
SE,2801306,Capela,-10.5033333333
SE,2801405,Carira,-10.3608333333
SE,2801504,Carmópolis,-10.6480555556
SE,2801603,Cedro de São João,-10.2516666667
SE,2801702,Cristinápolis,-11.4755555556
SE,2801900,Cumbe,-10.355
SE,2802007,Divina Pastora,-10.6886111111
SE,2802106,Estância,-11.2683333333
SE,2802205,Feira Nova,-10.2641666667
SE,2802304,Frei Paulo,-10.5494444444
SE,2802403,Gararu,-9.9675
SE,2802502,General Maynard,-10.6888888889
SE,2802601,Gracho Cardoso,-10.2266666667
SE,2802700,Ilha das Flores,-10.4363888889
SE,2802809,Indiaroba,-11.5191666667
SE,2802908,Itabaiana,-10.685
SE,2803005,Itabaianinha,-11.2738888889
SE,2803104,Itabi,-10.1263888889
SE,2803203,Itaporanga d'Ajuda,-10.9980555556
SE,2803302,Japaratuba,-10.5933333333
SE,2803401,Japoatã,-10.3466666667
SE,2803500,Lagarto,-10.9172222222
SE,2803609,Laranjeiras,-10.8063888889
SE,2803708,Macambira,-10.6663888889
SE,2803807,Malhada dos Bois,-10.3494444444
SE,2803906,Malhador,-10.6577777778
SE,2804003,Maruim,-10.7375
SE,2804102,Moita Bonita,-10.5775
SE,2804201,Monte Alegre de Sergipe,-10.0272222222
SE,2804300,Muribeca,-10.4272222222
