Sigla,Código,Município,1998
RS,4317608,Santo Antônio da Patrulha,50.5197222222
RS,4317707,Santo Antônio das Missões,55.2277777778
RS,4317756,Santo Antônio do Planalto,52.6911111111
RS,4317806,Santo Augusto,53.7772222222
RS,4317905,Santo Cristo,54.6627777778
RS,4317954,Santo Expedito do Sul,51.6447222222
RS,4318002,São Borja,56.0044444444
RS,4318051,São Domingos do Sul,51.8877777778
RS,4318101,São Francisco de Assis,55.1311111111
RS,4318200,São Francisco de Paula,50.5836111111
RS,4318309,São Gabriel,54.32
RS,4318408,São Jerônimo,51.7222222222
RS,4318424,São João da Urtiga,51.8275
RS,4318432,São João do Polêsine,53.4455555556
RS,4318440,São Jorge,51.7036111111
RS,4318457,São José das Missões,53.1216666667
RS,4318465,São José do Herval,52.2952777778
RS,4318481,São José do Hortêncio,51.2480555556
RS,4318499,São José do Inhacorá,54.1291666667
RS,4318507,São José do Norte,52.0416666667
RS,4318606,São José do Ouro,51.5944444444
RS,4318614,São José do Sul,
RS,4318622,São José dos Ausentes,50.0658333333
RS,4318705,São Leopoldo,51.1472222222
RS,4318804,São Lourenço do Sul,51.9783333333
RS,4318903,São Luiz Gonzaga,54.9608333333
RS,4319000,São Marcos,51.0680555556
RS,4319109,São Martinho,53.9686111111
RS,4319125,São Martinho da Serra,53.8547222222
RS,4319158,São Miguel das Missões,54.5541666667
RS,4319208,São Nicolau,55.2672222222
RS,4319307,São Paulo das Missões,54.9361111111
RS,4319356,São Pedro da Serra,51.5133333333
RS,4319364,São Pedro das Missões,
RS,4319372,São Pedro do Butiá,54.8872222222
RS,4319406,São Pedro do Sul,54.1788888889
RS,4319505,São Sebastião do Caí,51.3755555556
RS,4319604,São Sepé,53.5652777778
RS,4319703,São Valentim,52.5236111111
RS,4319711,São Valentim do Sul,51.765
RS,4319737,São Valério do Sul,53.9369444444
RS,4319752,São Vendelino,51.3769444444
RS,4319802,São Vicente do Sul,54.6794444444
RS,4319901,Sapiranga,51.0069444444
RS,4320008,Sapucaia do Sul,51.1483333333
RS,4320107,Sarandi,52.9230555556
RS,4320206,Seberi,53.4025
RS,4320230,Sede Nova,53.9455555556
RS,4320263,Segredo,52.9791666667
RS,4320305,Selbach,52.9525
RS,4320321,Senador Salgado Filho,54.5430555556
RS,4320354,Sentinela do Sul,51.5788888889
RS,4320404,Serafina Corrêa,51.935
RS,4320453,Sério,52.2686111111
RS,4320503,Sertão,52.2597222222
RS,4320552,Sertão Santana,51.6033333333
RS,4320578,Sete de Setembro,54.4633333333
RS,4320602,Severiano de Almeida,52.1161111111
RS,4320651,Silveira Martins,53.5855555556
RS,4320677,Sinimbu,52.5216666667
RS,4320701,Sobradinho,53.0286111111
RS,4320800,Soledade,52.5102777778
RS,4320859,Tabaí,51.6822222222
RS,4320909,Tapejara,52.0138888889
RS,4321006,Tapera,52.87
RS,4321105,Tapes,51.3958333333
RS,4321204,Taquara,50.7805555556
RS,4321303,Taquari,51.8644444444
RS,4321329,Taquaruçu do Sul,53.4672222222
RS,4321352,Tavares,51.0936111111
RS,4321402,Tenente Portela,53.7583333333
RS,4321436,Terra de Areia,50.0708333333
RS,4321451,Teutônia,51.8063888889
RS,4321469,Tio Hugo,
RS,4321477,Tiradentes do Sul,54.0838888889
RS,4321493,Toropi,54.2280555556
RS,4321501,Torres,49.7269444444
RS,4321600,Tramandaí,50.1336111111
RS,4321626,Travesseiro,52.0552777778
RS,4321634,Três Arroios,52.1488888889
RS,4321667,Três Cachoeiras,49.9244444444
RS,4321709,Três Coroas,50.7777777778
RS,4321808,Três de Maio,54.24
RS,4321832,Três Forquilhas,50.0644444444
RS,4321857,Três Palmeiras,52.8436111111
RS,4321907,Três Passos,53.9319444444
RS,4321956,Trindade do Sul,52.8833333333
RS,4322004,Triunfo,51.7180555556
RS,4322103,Tucunduva,54.4402777778
RS,4322152,Tunas,52.9561111111
RS,4322186,Tupanci do Sul,51.5363888889
RS,4322202,Tupanciretã,53.8358333333
RS,4322251,Tupandi,51.4211111111
RS,4322301,Tuparendi,54.4816666667
RS,4322327,Turuçu,52.1783333333
RS,4322343,Ubiretama,54.6805555556
RS,4322350,União da Serra,52.0369444444
RS,4322376,Unistalda,55.1502777778
RS,4322400,Uruguaiana,57.0883333333
RS,4322509,Vacaria,50.9338888889
RS,4322525,Vale Verde,52.1841666667
RS,4322533,Vale do Sol,52.6830555556
RS,4322541,Vale Real,51.2536111111
RS,4322558,Vanini,51.845
RS,4322608,Venâncio Aires,52.1919444444
RS,4322707,Vera Cruz,52.5055555556
RS,4322806,Veranópolis,51.5494444444
RS,4322855,Vespasiano Correa,51.8591666667
RS,4322905,Viadutos,52.0202777778
RS,4323002,Viamão,51.0233333333
RS,4323101,Vicente Dutra,53.4052777778
RS,4323200,Victor Graeff,52.7483333333
RS,4323309,Vila Flores,51.5333333333
RS,4323358,Vila Lângaro,52.1441666667
RS,4323408,Vila Maria,52.1536111111
RS,4323457,Vila Nova do Sul,53.8827777778
RS,4323507,Vista Alegre,53.4902777778
RS,4323606,Vista Alegre do Prata,51.7902777778
RS,4323705,Vista Gaúcha,53.5236111111
RS,4323754,Vitória das Missões,54.4963888889
RS,4323770,Westfalia,
RS,4323804,Xangri-lá,50.0436111111
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,51.0225
SC,4200101,Abelardo Luz,52.3283333333
SC,4200200,Agrolândia,49.8255555556
SC,4200309,Agronômica,49.7111111111
SC,4200408,Água Doce,51.5561111111
SC,4200507,Águas de Chapecó,52.9866666667
SC,4200556,Águas Frias,52.8591666667
SC,4200606,Águas Mornas,48.8236111111
SC,4200705,Alfredo Wagner,49.3336111111
SC,4200754,Alto Bela Vista,51.8788888889
SC,4200804,Anchieta,53.3313888889
SC,4200903,Angelina,48.9852777778
SC,4201000,Anita Garibaldi,51.13
SC,4201109,Anitápolis,49.1286111111
SC,4201208,Antônio Carlos,48.7675
SC,4201257,Apiúna,49.3897222222
SC,4201273,Arabutã,52.1416666667
SC,4201307,Araquari,48.7222222222
SC,4201406,Araranguá,49.4858333333
SC,4201505,Armazém,49.0175
SC,4201604,Arroio Trinta,51.3391666667
SC,4201653,Arvoredo,52.4558333333
SC,4201703,Ascurra,49.3755555556
SC,4201802,Atalanta,49.7811111111
SC,4201901,Aurora,49.6375
SC,4201950,Balneário Arroio do Silva,49.4127777778
SC,4202008,Balneário Camboriú,48.6347222222
SC,4202057,Balneário Barra do Sul,48.6119444444
SC,4202073,Balneário Gaivota,49.5794444444
SC,4202081,Bandeirante,53.6383333333
SC,4202099,Barra Bonita,53.44
SC,4202107,Barra Velha,48.6847222222
SC,4202131,Bela Vista do Toldo,50.4644444444
SC,4202156,Belmonte,53.5755555556
SC,4202206,Benedito Novo,49.3644444444
SC,4202305,Biguaçu,48.6555555556
SC,4202404,Blumenau,49.0661111111
SC,4202438,Bocaina do Sul,49.9444444444
SC,4202453,Bombinhas,48.5277777778
SC,4202503,Bom Jardim da Serra,49.6247222222
SC,4202537,Bom Jesus,52.3941666667
SC,4202578,Bom Jesus do Oeste,53.0983333333
SC,4202602,Bom Retiro,49.4891666667
SC,4202701,Botuverá,49.0747222222
SC,4202800,Braço do Norte,49.1655555556
SC,4202859,Braço do Trombudo,49.8855555556
SC,4202875,Brunópolis,50.8683333333
SC,4202909,Brusque,48.9175
SC,4203006,Caçador,51.015
SC,4203105,Caibi,53.2477777778
SC,4203154,Calmon,51.0972222222
SC,4203204,Camboriú,48.6544444444
SC,4203253,Capão Alto,50.5119444444
SC,4203303,Campo Alegre,49.2655555556
SC,4203402,Campo Belo do Sul,50.7608333333
SC,4203501,Campo Erê,53.0780555556
SC,4203600,Campos Novos,51.225
SC,4203709,Canelinha,48.7677777778
SC,4203808,Canoinhas,50.39
SC,4203907,Capinzal,51.6119444444
SC,4203956,Capivari de Baixo,48.9577777778
SC,4204004,Catanduvas,51.6616666667
SC,4204103,Caxambu do Sul,52.8786111111
SC,4204152,Celso Ramos,51.3363888889
SC,4204178,Cerro Negro,50.8758333333
SC,4204194,Chapadão do Lageado,49.5538888889
SC,4204202,Chapecó,52.6183333333
SC,4204251,Cocal do Sul,49.3258333333
SC,4204301,Concórdia,52.0277777778
SC,4204350,Cordilheira Alta,52.6033333333
SC,4204400,Coronel Freitas,52.7030555556
SC,4204459,Coronel Martins,52.6691666667
SC,4204509,Corupá,49.2430555556
SC,4204558,Correia Pinto,50.3611111111
SC,4204608,Criciúma,49.3697222222
SC,4204707,Cunha Porã,53.1680555556
SC,4204756,Cunhataí,53.0933333333
SC,4204806,Curitibanos,50.5844444444
SC,4204905,Descanso,53.5016666667
SC,4205001,Dionísio Cerqueira,53.6397222222
SC,4205100,Dona Emma,49.7255555556
SC,4205159,Doutor Pedrinho,49.4833333333
SC,4205175,Entre Rios,52.5605555556
SC,4205191,Ermo,49.6436111111
SC,4205209,Erval Velho,51.4419444444
SC,4205308,Faxinal dos Guedes,52.2602777778
SC,4205357,Flor do Sertão,53.3475
SC,4205407,Florianópolis,48.5491666667
SC,4205431,Formosa do Sul,52.7941666667
SC,4205456,Forquilhinha,49.4722222222
SC,4205506,Fraiburgo,50.9213888889
SC,4205555,Frei Rogério,50.8047222222
SC,4205605,Galvão,52.6858333333
SC,4205704,Garopaba,48.6133333333
SC,4205803,Garuva,48.855
SC,4205902,Gaspar,48.9588888889
SC,4206009,Governador Celso Ramos,48.5591666667
SC,4206108,Grão Pará,49.2147222222
SC,4206207,Gravatal,49.0352777778
SC,4206306,Guabiruba,48.9811111111
SC,4206405,Guaraciaba,53.5180555556
SC,4206504,Guaramirim,49.0027777778
SC,4206603,Guarujá do Sul,53.5277777778
SC,4206652,Guatambú,52.7872222222
SC,4206702,Herval d'Oeste,51.4947222222
SC,4206751,Ibiam,51.2369444444
SC,4206801,Ibicaré,51.365
SC,4206900,Ibirama,49.5177777778
SC,4207007,Içara,49.3
SC,4207106,Ilhota,48.8272222222
SC,4207205,Imaruí,48.82
SC,4207304,Imbituba,48.6702777778
SC,4207403,Imbuia,49.4238888889
SC,4207502,Indaial,49.2316666667
SC,4207577,Iomerê,51.2422222222
SC,4207601,Ipira,51.7730555556
SC,4207650,Iporã do Oeste,53.5352777778
SC,4207684,Ipuaçu,52.455
SC,4207700,Ipumirim,52.1355555556
SC,4207759,Iraceminha,53.2744444444
SC,4207809,Irani,51.9016666667
SC,4207858,Irati,52.8922222222
SC,4207908,Irineópolis,50.7997222222
SC,4208005,Itá,52.3230555556
SC,4208104,Itaiópolis,49.9063888889
SC,4208203,Itajaí,48.6619444444
SC,4208302,Itapema,48.6113888889
SC,4208401,Itapiranga,53.7122222222
SC,4208450,Itapoá,48.6161111111
SC,4208500,Ituporanga,49.6025
SC,4208609,Jaborá,51.7336111111
SC,4208708,Jacinto Machado,49.7636111111
SC,4208807,Jaguaruna,49.0255555556
SC,4208906,Jaraguá do Sul,49.0666666667
SC,4208955,Jardinópolis,52.8597222222
SC,4209003,Joaçaba,51.5047222222
SC,4209102,Joinville,48.8455555556
SC,4209151,José Boiteux,49.6280555556
SC,4209177,Jupiá,52.7277777778
SC,4209201,Lacerdópolis,51.5558333333
SC,4209300,Lages,50.3261111111
SC,4209409,Laguna,48.7808333333
SC,4209458,Lajeado Grande,52.5672222222
SC,4209508,Laurentino,49.7330555556
SC,4209607,Lauro Muller,49.3966666667
SC,4209706,Lebon Régis,50.6952777778
SC,4209805,Leoberto Leal,49.2869444444
SC,4209854,Lindóia do Sul,52.0666666667
SC,4209904,Lontras,49.5419444444
SC,4210001,Luiz Alves,48.9327777778
SC,4210035,Luzerna,51.4672222222
SC,4210050,Macieira,51.3780555556
SC,4210100,Mafra,49.8052777778
SC,4210209,Major Gercino,48.9513888889
SC,4210308,Major Vieira,50.3280555556
SC,4210407,Maracajá,49.4527777778
SC,4210506,Maravilha,53.1725
SC,4210555,Marema,52.6252777778
SC,4210605,Massaranduba,49.0083333333
SC,4210704,Matos Costa,51.1483333333
SC,4210803,Meleiro,49.6358333333
SC,4210852,Mirim Doce,50.0766666667
SC,4210902,Modelo,53.0552777778
SC,4211009,Mondaí,53.4019444444
SC,4211058,Monte Carlo,50.9797222222
SC,4211108,Monte Castelo,50.2311111111
SC,4211207,Morro da Fumaça,49.21
SC,4211256,Morro Grande,49.7208333333
SC,4211306,Navegantes,48.6541666667
SC,4211405,Nova Erechim,52.9058333333
SC,4211454,Nova Itaberaba,52.8122222222
SC,4211504,Nova Trento,48.9297222222
SC,4211603,Nova Veneza,49.4977777778
SC,4211652,Novo Horizonte,52.8336111111
SC,4211702,Orleans,49.2913888889
SC,4211751,Otacílio Costa,50.1219444444
SC,4211801,Ouro,51.6180555556
SC,4211850,Ouro Verde,52.3119444444
SC,4211876,Paial,52.4980555556
SC,4211892,Painel,50.105
SC,4211900,Palhoça,48.6677777778
SC,4212007,Palma Sola,53.2783333333
SC,4212056,Palmeira,50.1594444444
SC,4212106,Palmitos,53.1611111111
SC,4212205,Papanduva,50.1444444444
SC,4212239,Paraíso,53.6719444444
SC,4212254,Passo de Torres,49.7227777778
SC,4212270,Passos Maia,52.0594444444
SC,4212304,Paulo Lopes,48.6836111111
SC,4212403,Pedras Grandes,49.185
SC,4212502,Penha,48.6458333333
SC,4212601,Peritiba,51.9038888889
SC,4212650,Pescaria Brava,
SC,4212700,Petrolândia,49.6980555556
SC,4212809,Piçarras,48.6716666667
SC,4212908,Pinhalzinho,52.9919444444
SC,4213005,Pinheiro Preto,51.2308333333
SC,4213104,Piratuba,51.7719444444
SC,4213153,Planalto Alegre,52.8655555556
SC,4213203,Pomerode,49.1769444444
SC,4213302,Ponte Alta,50.3802777778
SC,4213351,Ponte Alta do Norte,50.4644444444
SC,4213401,Ponte Serrada,52.0158333333
SC,4213500,Porto Belo,48.5530555556
SC,4213609,Porto União,51.0783333333
SC,4213708,Pouso Redondo,49.9338888889
SC,4213807,Praia Grande,49.9502777778
SC,4213906,Presidente Castelo Branco,51.8072222222
SC,4214003,Presidente Getúlio,49.6227777778
SC,4214102,Presidente Nereu,49.3902777778
SC,4214151,Princesa,53.5983333333
SC,4214201,Quilombo,52.7205555556
SC,4214300,Rancho Queimado,49.0216666667
SC,4214409,Rio das Antas,51.0744444444
SC,4214508,Rio do Campo,50.1413888889
SC,4214607,Rio do Oeste,49.7966666667
SC,4214706,Rio dos Cedros,49.2741666667
SC,4214805,Rio do Sul,49.6430555556
SC,4214904,Rio Fortuna,49.1052777778
SC,4215000,Rio Negrinho,49.5183333333
SC,4215059,Rio Rufino,49.7791666667
SC,4215075,Riqueza,53.3216666667
SC,4215109,Rodeio,49.3663888889
SC,4215208,Romelândia,53.3144444444
SC,4215307,Salete,49.9997222222
SC,4215356,Saltinho,53.0561111111
SC,4215406,Salto Veloso,51.4063888889
SC,4215455,Sangão,49.1291666667
SC,4215505,Santa Cecília,50.4269444444
SC,4215554,Santa Helena,53.6191666667
SC,4215604,Santa Rosa de Lima,49.1277777778
SC,4215653,Santa Rosa do Sul,49.7
SC,4215679,Santa Terezinha,50.0080555556
SC,4215687,Santa Terezinha do Progresso,53.2016666667
SC,4215695,Santiago do Sul,52.6847222222
SC,4215703,Santo Amaro da Imperatriz,48.7786111111
SC,4215752,São Bernardino,52.9644444444
SC,4215802,São Bento do Sul,49.3786111111
SC,4215901,São Bonifácio,48.9291666667
SC,4216008,São Carlos,53.0038888889
SC,4216057,São Cristovão do Sul,50.4405555556
SC,4216107,São Domingos,52.5316666667
SC,4216206,São Francisco do Sul,48.6380555556
SC,4216255,São João do Oeste,53.5938888889
SC,4216305,São João Batista,48.8494444444
SC,4216354,São João do Itaperiú,48.7680555556
SC,4216404,São João do Sul,49.81
SC,4216503,São Joaquim,49.9316666667
SC,4216602,São José,48.6275
SC,4216701,São José do Cedro,53.4941666667
SC,4216800,São José do Cerrito,50.58
SC,4216909,São Lourenço do Oeste,52.8511111111
SC,4217006,São Ludgero,49.1766666667
SC,4217105,São Martinho,48.9794444444
SC,4217154,São Miguel da Boa Vista,53.2513888889
SC,4217204,São Miguel do Oeste,53.5180555556
SC,4217253,São Pedro de Alcântara,48.8052777778
SC,4217303,Saudades,53.0030555556
SC,4217402,Schroeder,49.0730555556
SC,4217501,Seara,52.3105555556
SC,4217550,Serra Alta,53.0422222222
SC,4217600,Siderópolis,49.4244444444
SC,4217709,Sombrio,49.6166666667
SC,4217758,Sul Brasil,52.9647222222
SC,4217808,Taió,49.9980555556
SC,4217907,Tangará,51.2472222222
SC,4217956,Tigrinhos,53.1580555556
SC,4218004,Tijucas,48.6336111111
SC,4218103,Timbé do Sul,49.8472222222
SC,4218202,Timbó,49.2716666667
SC,4218251,Timbó Grande,50.6741666667
SC,4218301,Três Barras,50.3222222222
SC,4218350,Treviso,49.4575
SC,4218400,Treze de Maio,49.1477777778
SC,4218509,Treze Tílias,51.4063888889
SC,4218608,Trombudo Central,49.7902777778
SC,4218707,Tubarão,49.0069444444
SC,4218756,Tunápolis,53.6391666667
SC,4218806,Turvo,49.6791666667
SC,4218855,União do Oeste,52.8552777778
SC,4218905,Urubici,49.5916666667
SC,4218954,Urupema,49.8730555556
SC,4219002,Urussanga,49.3208333333
SC,4219101,Vargeão,52.155
SC,4219150,Vargem,50.975
SC,4219176,Vargem Bonita,51.74
SC,4219200,Vidal Ramos,49.3558333333
SC,4219309,Videira,51.1516666667
SC,4219358,Vitor Meireles,49.8327777778
SC,4219408,Witmarsum,49.7958333333
SC,4219507,Xanxerê,52.4041666667
SC,4219606,Xavantina,52.3419444444
SC,4219705,Xaxim,52.5347222222
SC,4219853,Zortéa,51.5552777778
SC,4220000,Balneário Rincão,
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,36.9297222222
SE,2800209,Aquidabã,37.0186111111
SE,2800308,Aracaju,37.0716666667
SE,2800407,Arauá,37.6197222222
SE,2800506,Areia Branca,37.3152777778
SE,2800605,Barra dos Coqueiros,37.0386111111
SE,2800670,Boquim,37.6205555556
SE,2800704,Brejo Grande,36.4661111111
SE,2801009,Campo do Brito,37.4933333333
SE,2801108,Canhoba,36.9847222222
SE,2801207,Canindé de São Francisco,37.7894444444
SE,2801306,Capela,37.0527777778
SE,2801405,Carira,37.7011111111
SE,2801504,Carmópolis,36.9888888889
SE,2801603,Cedro de São João,36.8844444444
SE,2801702,Cristinápolis,37.7552777778
SE,2801900,Cumbe,37.1830555556
SE,2802007,Divina Pastora,37.1483333333
SE,2802106,Estância,37.4383333333
SE,2802205,Feira Nova,37.3130555556
SE,2802304,Frei Paulo,37.5344444444
SE,2802403,Gararu,37.0833333333
SE,2802502,General Maynard,36.9838888889
SE,2802601,Gracho Cardoso,37.1983333333
SE,2802700,Ilha das Flores,36.54
SE,2802809,Indiaroba,37.5116666667
SE,2802908,Itabaiana,37.4252777778
SE,2803005,Itabaianinha,37.79
SE,2803104,Itabi,37.1030555556
SE,2803203,Itaporanga d'Ajuda,37.3105555556
SE,2803302,Japaratuba,36.9402777778
SE,2803401,Japoatã,36.8011111111
SE,2803500,Lagarto,37.65
SE,2803609,Laranjeiras,37.17
SE,2803708,Macambira,37.5408333333
SE,2803807,Malhada dos Bois,36.9241666667
SE,2803906,Malhador,37.3047222222
SE,2804003,Maruim,37.0816666667
SE,2804102,Moita Bonita,37.3427777778
SE,2804201,Monte Alegre de Sergipe,37.5622222222
SE,2804300,Muribeca,36.9591666667
SE,2804409,Neópolis,36.5794444444
SE,2804458,Nossa Senhora Aparecida,37.4891666667
SE,2804508,Nossa Senhora da Glória,37.4202777778
SE,2804607,Nossa Senhora das Dores,37.1933333333
SE,2804706,Nossa Senhora de Lourdes,37.0577777778
SE,2804805,Nossa Senhora do Socorro,37.1261111111
SE,2804904,Pacatuba,36.6513888889
SE,2805000,Pedra Mole,37.6869444444
SE,2805109,Pedrinhas,37.6738888889
SE,2805208,Pinhão,37.7227777778
SE,2805307,Pirambu,36.8561111111
SE,2805406,Poço Redondo,37.6844444444
SE,2805505,Poço Verde,38.1833333333
SE,2805604,Porto da Folha,37.2783333333
SE,2805703,Propriá,36.8402777778
SE,2805802,Riachão do Dantas,37.725
SE,2805901,Riachuelo,37.1872222222
SE,2806008,Ribeirópolis,37.4166666667
SE,2806107,Rosário do Catete,37.0305555556
SE,2806206,Salgado,37.475
SE,2806305,Santa Luzia do Itanhy,37.4483333333
SE,2806404,Santana do São Francisco,36.6080555556
SE,2806503,Santa Rosa de Lima,37.1938888889
SE,2806602,Santo Amaro das Brotas,37.0544444444
SE,2806701,São Cristóvão,37.2063888889
SE,2806800,São Domingos,37.5677777778
SE,2806909,São Francisco,36.8877777778
SE,2807006,São Miguel do Aleixo,37.3811111111
SE,2807105,Simão Dias,37.8111111111
SE,2807204,Siriri,37.1127777778
SE,2807303,Telha,36.8838888889
SE,2807402,Tobias Barreto,37.9983333333
SE,2807501,Tomar do Geru,37.8405555556
SE,2807600,Umbaúba,37.6577777778
SP,3500105,Adamantina,51.0725
SP,3500204,Adolfo,49.6436111111
SP,3500303,Aguaí,46.9786111111
SP,3500402,Águas da Prata,46.7166666667
SP,3500501,Águas de Lindóia,46.6327777778
SP,3500550,Águas de Santa Bárbara,49.2388888889
SP,3500600,Águas de São Pedro,47.8761111111
SP,3500709,Agudos,48.9875
SP,3500758,Alambari,47.8986111111
SP,3500808,Alfredo Marcondes,51.4127777778
SP,3500907,Altair,49.0588888889
SP,3501004,Altinópolis,47.3738888889
SP,3501103,Alto Alegre,50.1636111111
SP,3501152,Alumínio,47.2619444444
SP,3501202,Álvares Florence,49.9105555556
SP,3501301,Álvares Machado,51.4719444444
SP,3501400,Álvaro de Carvalho,49.7188888889
SP,3501509,Alvinlândia,49.7630555556
SP,3501608,Americana,47.3313888889
SP,3501707,Américo Brasiliense,48.1016666667
SP,3501806,Américo de Campos,49.7316666667
SP,3501905,Amparo,46.7644444444
SP,3502002,Analândia,47.6630555556
SP,3502101,Andradina,51.3794444444
SP,3502200,Angatuba,48.4127777778
SP,3502309,Anhembi,48.1272222222
SP,3502408,Anhumas,51.3872222222
SP,3502507,Aparecida,45.2297222222
SP,3502606,Aparecida d'Oeste,50.8797222222
SP,3502705,Apiaí,48.8425
SP,3502754,Araçariguama,47.0613888889
SP,3502804,Araçatuba,50.4327777778
SP,3502903,Araçoiaba da Serra,47.6141666667
SP,3503000,Aramina,47.7858333333
SP,3503109,Arandu,49.0538888889
SP,3503158,Arapeí,44.4477777778
SP,3503208,Araraquara,48.1755555556
SP,3503307,Araras,47.3841666667
SP,3503356,Arco-Íris,50.465
SP,3503406,Arealva,48.9111111111
SP,3503505,Areias,44.6969444444
SP,3503604,Areiópolis,48.665
SP,3503703,Ariranha,48.7869444444
SP,3503802,Artur Nogueira,47.1725
SP,3503901,Arujá,46.3208333333
SP,3503950,Aspásia,50.7272222222
SP,3504008,Assis,50.4122222222
SP,3504107,Atibaia,46.5502777778
SP,3504206,Auriflama,50.5547222222
SP,3504305,Avaí,49.3330555556
SP,3504404,Avanhandava,49.9497222222
SP,3504503,Avaré,48.9258333333
SP,3504602,Bady Bassitt,49.4452777778
SP,3504701,Balbinos,49.3566666667
SP,3504800,Bálsamo,49.5836111111
SP,3504909,Bananal,44.3233333333
SP,3505005,Barão de Antonina,49.5613888889
SP,3505104,Barbosa,49.9491666667
SP,3505203,Bariri,48.7402777778
SP,3505302,Barra Bonita,48.5580555556
SP,3505351,Barra do Chapéu,49.0244444444
SP,3505401,Barra do Turvo,48.5047222222
SP,3505500,Barretos,48.5677777778
SP,3505609,Barrinha,48.1638888889
SP,3505708,Barueri,46.8761111111
SP,3505807,Bastos,50.7338888889
SP,3505906,Batatais,47.585
SP,3506003,Bauru,49.0605555556
SP,3506102,Bebedouro,48.4791666667
SP,3506201,Bento de Abreu,50.8119444444
SP,3506300,Bernardino de Campos,49.4741666667
SP,3506359,Bertioga,46.1386111111
SP,3506409,Bilac,50.4705555556
SP,3506508,Birigui,50.34
SP,3506607,Biritiba-Mirim,46.0386111111
SP,3506706,Boa Esperança do Sul,48.3908333333
SP,3506805,Bocaina,48.5180555556
SP,3506904,Bofete,48.2577777778
SP,3507001,Boituva,47.6722222222
SP,3507100,Bom Jesus dos Perdões,46.4652777778
SP,3507159,Bom Sucesso de Itararé,49.1438888889
SP,3507209,Borá,50.5344444444
SP,3507308,Boracéia,48.7788888889
SP,3507407,Borborema,49.0736111111
SP,3507456,Borebi,48.9711111111
SP,3507506,Botucatu,48.445
SP,3507605,Bragança Paulista,46.5419444444
SP,3507704,Braúna,50.3155555556
SP,3507753,Brejo Alegre,50.1852777778
SP,3507803,Brodowski,47.6586111111
SP,3507902,Brotas,48.1266666667
SP,3508009,Buri,48.5927777778
SP,3508108,Buritama,50.1472222222
SP,3508207,Buritizal,47.7083333333
SP,3508306,Cabrália Paulista,49.3375
SP,3508405,Cabreúva,47.1327777778
SP,3508504,Caçapava,45.7069444444
SP,3508603,Cachoeira Paulista,45.0094444444
SP,3508702,Caconde,46.6438888889
SP,3508801,Cafelândia,49.61
SP,3508900,Caiabu,51.2355555556
SP,3509007,Caieiras,46.7405555556
SP,3509106,Caiuá,51.9983333333
SP,3509205,Cajamar,46.8769444444
SP,3509254,Cajati,48.1227777778
SP,3509304,Cajobi,48.8094444444
SP,3509403,Cajuru,47.3041666667
SP,3509452,Campina do Monte Alegre,48.4772222222
SP,3509502,Campinas,47.0608333333
SP,3509601,Campo Limpo Paulista,46.7844444444
SP,3509700,Campos do Jordão,45.5913888889
SP,3509809,Campos Novos Paulista,50.0025
SP,3509908,Cananéia,47.9266666667
SP,3509957,Canas,45.0552777778
SP,3510005,Cândido Mota,50.3869444444
SP,3510104,Cândido Rodrigues,48.6308333333
SP,3510153,Canitar,49.7833333333
SP,3510203,Capão Bonito,48.3494444444
SP,3510302,Capela do Alto,47.7347222222
SP,3510401,Capivari,47.5077777778
SP,3510500,Caraguatatuba,45.4130555556
SP,3510609,Carapicuíba,46.8355555556
SP,3510708,Cardoso,49.9141666667
SP,3510807,Casa Branca,47.0863888889
SP,3510906,Cássia dos Coqueiros,47.1697222222
SP,3511003,Castilho,51.4875
SP,3511102,Catanduva,48.9727777778
SP,3511201,Catiguá,49.0583333333
SP,3511300,Cedral,49.2683333333
SP,3511409,Cerqueira César,49.1661111111
SP,3511508,Cerquilho,47.7436111111
SP,3511607,Cesário Lange,47.9530555556
SP,3511706,Charqueada,47.7780555556
SP,3511904,Clementina,50.4491666667
SP,3512001,Colina,48.5408333333
SP,3512100,Colômbia,48.6888888889
SP,3512209,Conchal,47.1725
SP,3512308,Conchas,48.0105555556
SP,3512407,Cordeirópolis,47.4566666667
SP,3512506,Coroados,50.2813888889
SP,3512605,Coronel Macedo,49.3136111111
SP,3512704,Corumbataí,47.6258333333
SP,3512803,Cosmópolis,47.1961111111
SP,3512902,Cosmorama,49.7777777778
SP,3513009,Cotia,46.9191666667
SP,3513108,Cravinhos,47.7294444444
SP,3513207,Cristais Paulista,47.4202777778
SP,3513306,Cruzália,50.7936111111
SP,3513405,Cruzeiro,44.9627777778
SP,3513504,Cubatão,46.4252777778
SP,3513603,Cunha,44.9597222222
SP,3513702,Descalvado,47.6194444444
SP,3513801,Diadema,46.6227777778
SP,3513850,Dirce Reis,50.6061111111
SP,3513900,Divinolândia,46.7391666667
SP,3514007,Dobrada,48.3938888889
SP,3514106,Dois Córregos,48.3802777778
SP,3514205,Dolcinópolis,50.5133333333
SP,3514304,Dourado,48.3175
SP,3514403,Dracena,51.5327777778
SP,3514502,Duartina,49.4038888889
SP,3514601,Dumont,47.9733333333
SP,3514700,Echaporã,50.2005555556
SP,3514809,Eldorado,48.1080555556
SP,3514908,Elias Fausto,47.3738888889
SP,3514924,Elisiário,49.1116666667
SP,3514957,Embaúba,48.8355555556
